Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rapeseed &Mustard,2018,Rabi,Assam,285736,183665,2372.9,46346379.2,100007.6,0.64
Rice,2018,Autumn,Assam,144766,209122,2372.9,23481045.2,50668.1,1.492592593
Rice,2018,Summer,Assam,400873,1145512,2372.9,65021600.6,140305.55,2.645
Rice,2018,Winter,Assam,1879539,4082738,2372.9,304861225.8,657838.65,2.15
Sesamum,2018,Kharif,Assam,11983,8355,2372.9,1943642.6,4194.05,0.652592593
Small millets,2018,Kharif,Assam,5210,3058,2372.9,845062,1823.5,0.56625
Sugarcane,2018,Whole Year,Assam,31199,1093930,2372.9,5060477.8,10919.65,33.76481481
Sweet potato,2018,Whole Year,Assam,5020,26342,2372.9,814244,1757,5.694814815
Tapioca,2018,Whole Year,Assam,3364,31751,2372.9,545640.8,1177.4,8.9004
Tobacco,2018,Whole Year,Assam,141,71,2372.9,22870.2,49.35,0.549
Turmeric,2018,Whole Year,Assam,15896,19395,2372.9,2578331.2,5563.6,1.225925926
Urad,2018,Rabi,Assam,59866,39815,2372.9,9710265.2,20953.1,0.668518519
Wheat,2018,Rabi,Assam,16945,23693,2372.9,2748479,5930.75,1.371666667
Arecanut,2018,Rabi,Meghalaya,18220,23999,5649.1,2955284,6377,1.294545455
Arhar/Tur,2018,Kharif,Meghalaya,1183,1532,5649.1,191882.6,414.05,1.118
Banana,2018,Kharif,Meghalaya,7273,94721,5649.1,1179680.6,2545.55,10.72727273
Black pepper,2018,Rabi,Meghalaya,1036,781,5649.1,168039.2,362.6,0.760909091
Cashewnut,2018,Rabi,Meghalaya,10466,14830,5649.1,1697585.2,3663.1,1.398
Castor seed,2018,Rabi,Meghalaya,72,65,5649.1,11678.4,25.2,1.004
Coriander,2018,Whole Year,Meghalaya,486,1904,5649.1,78829.2,170.1,3.74
Cotton(lint),2018,Kharif,Meghalaya,7260,8840,5649.1,1177572,2541,1.174
Cowpea(Lobia),2018,Rabi,Meghalaya,1676,2537,5649.1,271847.2,586.6,1.631818182
Dry chillies,2018,Whole Year,Meghalaya,2327,2356,5649.1,377439.4,814.45,1.224545455
Ginger,2018,Kharif,Meghalaya,9953,66273,5649.1,1614376.6,3483.55,9.666363636
Gram,2018,Rabi,Meghalaya,1865,1992,5649.1,302503,652.75,1.08
Jute,2018,Kharif,Meghalaya,6678,68539,5649.1,1083171.6,2337.3,9.938
Linseed,2018,Rabi,Meghalaya,94,56,5649.1,15246.8,32.9,0.605
Maize,2018,Kharif,Meghalaya,18163,41667,5649.1,2946038.6,6357.05,2.246363636
Masoor,2018,Rabi,Meghalaya,1258,1393,5649.1,204047.6,440.3,1.321428571
Mesta,2018,Kharif,Meghalaya,4475,26401,5649.1,725845,1566.25,6.302
Onion,2018,Rabi,Meghalaya,557,4997,5649.1,90345.4,194.95,8.429
Peas & beans (Pulses),2018,Rabi,Meghalaya,2335,4525,5649.1,378737,817.25,1.800909091
Potato,2018,Summer,Meghalaya,12569,143031,5649.1,2038691.8,4399.15,8.255454545
Potato,2018,Winter,Meghalaya,6360,44175,5649.1,1031592,2226,6.526363636
Rapeseed &Mustard,2018,Rabi,Meghalaya,9879,9242,5649.1,1602373.8,3457.65,0.890909091
Rice,2018,Autumn,Meghalaya,33494,78214,5649.1,5432726.8,11722.9,2.545454545
Rice,2018,Rabi,Meghalaya,13624,63050,5649.1,2209812.8,4768.4,2.569090909
Rice,2018,Winter,Meghalaya,63814,161706,5649.1,10350630.8,22334.9,2.352727273
Sesamum,2018,Rabi,Meghalaya,2379,2219,5649.1,385873.8,832.65,1.039090909
Small millets,2018,Rabi,Meghalaya,2902,2743,5649.1,470704.4,1015.7,1.108
Soyabean,2018,Kharif,Meghalaya,1868,3550,5649.1,302989.6,653.8,2.144545455
Sugarcane,2018,Whole Year,Meghalaya,125,374,5649.1,20275,43.75,2.67125
Sweet potato,2018,Kharif,Meghalaya,4723,15796,5649.1,766070.6,1653.05,3.697272727
Tapioca,2018,Kharif,Meghalaya,5416,35594,5649.1,878475.2,1895.6,7.553636364
Tobacco,2018,Rabi,Meghalaya,802,796,5649.1,130084.4,280.7,1.055
Turmeric,2018,Whole Year,Meghalaya,2658,16557,5649.1,431127.6,930.3,5.918181818
Wheat,2018,Rabi,Meghalaya,462,892,5649.1,74936.4,161.7,1.638
Arecanut,2018,Whole Year,Goa,1836,3296,4406,297799.2,642.6,1.895
Banana,2018,Whole Year,Goa,2411,26979,4406,391064.2,843.85,11.18
Black pepper,2018,Whole Year,Goa,849,346,4406,137707.8,297.15,0.405
Cashewnut,2018,Whole Year,Goa,56417,27588,4406,9150837.4,19745.95,0.46
Coconut,2018,Whole Year,Goa,26381,132750000,4406,4278998.2,9233.35,5013.69
Groundnut,2018,Kharif,Goa,210,498,4406,34062,73.5,2.37
Groundnut,2018,Rabi,Goa,214,497,4406,34710.8,74.9,2.32
Other  Rabi pulses,2018,Rabi,Goa,6033,6179,4406,978552.6,2111.55,1.17
Other Kharif pulses,2018,Kharif,Goa,170,139,4406,27574,59.5,0.69
Rice,2018,Kharif,Goa,25841,70272,4406,4191410.2,9044.35,2.72
Rice,2018,Rabi,Goa,10543,28582,4406,1710074.6,3690.05,2.72
Sugarcane,2018,Whole Year,Goa,888,35296,4406,144033.6,310.8,34.38
Sweet potato,2018,Whole Year,Goa,55,116,4406,8921,19.25,2.285
other oilseeds,2018,Whole Year,Goa,841,1692,4406,136410.2,294.35,2.055
Arecanut,2018,Whole Year,Karnataka,476378,4253453,1419.1,77268511.6,166732.3,9.04
Arhar/Tur,2018,Kharif,Karnataka,1560680,945939,1419.1,253142296,546238,0.5525
Bajra,2018,Kharif,Karnataka,193010,175359,1419.1,31306222,67553.5,0.9675
Bajra,2018,Summer,Karnataka,1418,1543,1419.1,229999.6,496.3,1.112
Black pepper,2018,Whole Year,Karnataka,148379,94144,1419.1,24067073.8,51932.65,0.5975
Cardamom,2018,Whole Year,Karnataka,1800,207,1419.1,291960,630,0.119411765
Cashewnut,2018,Whole Year,Karnataka,47293,56971,1419.1,7670924.6,16552.55,1.198214286
Castor seed,2018,Kharif,Karnataka,2650,1520,1419.1,429830,927.5,0.615
Coconut,2018,Whole Year,Karnataka,610234,4321762000,1419.1,98979954.8,213581.9,7502.488
Coriander,2018,Whole Year,Karnataka,2918,2607,1419.1,473299.6,1021.3,0.897333333
Cotton(lint),2018,Kharif,Karnataka,713879,1398294,1419.1,115791173.8,249857.65,1.862692308
Cotton(lint),2018,Rabi,Karnataka,4507,2176,1419.1,731035.4,1577.45,0.845714286
Cowpea(Lobia),2018,Kharif,Karnataka,46257,17487,1419.1,7502885.4,16189.95,0.356
Cowpea(Lobia),2018,Rabi,Karnataka,11756,3304,1419.1,1906823.2,4114.6,0.267368421
Cowpea(Lobia),2018,Summer,Karnataka,3996,520,1419.1,648151.2,1398.6,0.126666667
Dry chillies,2018,Kharif,Karnataka,157587,195572,1419.1,25560611.4,55155.45,1.162941176
Garlic,2018,Whole Year,Karnataka,4006,26551,1419.1,649773.2,1402.1,6.4125
Ginger,2018,Whole Year,Karnataka,15858,244065,1419.1,2572167.6,5550.3,15.20103448
Gram,2018,Rabi,Karnataka,1188512,575023,1419.1,192776646.4,415979.2,0.493703704
Groundnut,2018,Kharif,Karnataka,397745,271955,1419.1,64514239,139210.75,0.799285714
Groundnut,2018,Rabi,Karnataka,2766,5770,1419.1,448645.2,968.1,2.115
Groundnut,2018,Summer,Karnataka,140610,118972,1419.1,22806942,49213.5,0.910869565
Horse-gram,2018,Kharif,Karnataka,37589,15807,1419.1,6096935.8,13156.15,0.450740741
Horse-gram,2018,Rabi,Karnataka,146902,73961,1419.1,23827504.4,51415.7,0.487307692
Jowar,2018,Kharif,Karnataka,114479,157242,1419.1,18568493.8,40067.65,1.432692308
Jowar,2018,Rabi,Karnataka,877414,771339,1419.1,142316550.8,307094.9,0.769473684
Jowar,2018,Summer,Karnataka,1859,3003,1419.1,301529.8,650.65,1.67375
Linseed,2018,Rabi,Karnataka,1704,352,1419.1,276388.8,596.4,0.187857143
Maize,2018,Kharif,Karnataka,1296051,3407725,1419.1,210219472.2,453617.85,2.882413793
Maize,2018,Rabi,Karnataka,93618,317479,1419.1,15184839.6,32766.3,3.1972
Maize,2018,Summer,Karnataka,19621,67607,1419.1,3182526.2,6867.35,3.2775
Mesta,2018,Whole Year,Karnataka,81,116,1419.1,13138.2,28.35,1.334545455
Moong(Green Gram),2018,Kharif,Karnataka,436845,141364,1419.1,70856259,152895.75,0.325925926
Moong(Green Gram),2018,Rabi,Karnataka,5898,1324,1419.1,956655.6,2064.3,0.23
Moong(Green Gram),2018,Summer,Karnataka,246,66,1419.1,39901.2,86.1,0.261666667
Niger seed,2018,Kharif,Karnataka,1068,211,1419.1,173229.6,373.8,0.139615385
Onion,2018,Kharif,Karnataka,193156,1462077,1419.1,31329903.2,67604.6,8.4024
Onion,2018,Rabi,Karnataka,16788,222577,1419.1,2723013.6,5875.8,12.06083333
Onion,2018,Summer,Karnataka,3665,38682,1419.1,594463,1282.75,10.361
Other  Rabi pulses,2018,Rabi,Karnataka,13989,10005,1419.1,2269015.8,4896.15,0.696842105
Other Kharif pulses,2018,Kharif,Karnataka,28375,17511,1419.1,4602425,9931.25,0.641666667
Potato,2018,Kharif,Karnataka,21372,169235,1419.1,3466538.4,7480.2,8.165862069
Potato,2018,Rabi,Karnataka,6482,98231,1419.1,1051380.4,2268.7,14.73
Potato,2018,Summer,Karnataka,410,6626,1419.1,66502,143.5,16.26142857
Ragi,2018,Kharif,Karnataka,514756,618474,1419.1,83493423.2,180164.6,1.215357143
Ragi,2018,Rabi,Karnataka,36318,50426,1419.1,5890779.6,12711.3,1.386470588
Ragi,2018,Summer,Karnataka,4276,7667,1419.1,693567.2,1496.6,1.835333333
Rapeseed &Mustard,2018,Kharif,Karnataka,3172,628,1419.1,514498.4,1110.2,0.13
Rice,2018,Kharif,Karnataka,1037158,2949318,1419.1,168227027.6,363005.3,2.637
Rice,2018,Rabi,Karnataka,11442,28334,1419.1,1855892.4,4004.7,2.480833333
Rice,2018,Summer,Karnataka,150993,484330,1419.1,24491064.6,52847.55,2.9272
Safflower,2018,Rabi,Karnataka,17020,9973,1419.1,2760644,5957,0.588695652
Sannhamp,2018,Whole Year,Karnataka,358,85,1419.1,58067.6,125.3,0.17
Sesamum,2018,Kharif,Karnataka,24776,15640,1419.1,4018667.2,8671.6,0.768571429
Small millets,2018,Kharif,Karnataka,19229,16105,1419.1,3118943.8,6730.15,0.852142857
Soyabean,2018,Kharif,Karnataka,261855,257221,1419.1,42472881,91649.25,1.0025
Sugarcane,2018,Whole Year,Karnataka,495932,42323211,1419.1,80440170.4,173576.2,83.26862069
Sunflower,2018,Kharif,Karnataka,95442,81315,1419.1,15480692.4,33404.7,0.787692308
Sunflower,2018,Rabi,Karnataka,46439,24150,1419.1,7532405.8,16253.65,0.695
Sunflower,2018,Summer,Karnataka,2734,2422,1419.1,443454.8,956.9,1.086363636
Sweet potato,2018,Whole Year,Karnataka,5032,73050,1419.1,816190.4,1761.2,14.20703704
Tapioca,2018,Whole Year,Karnataka,635,8439,1419.1,102997,222.25,13.2452381
Tobacco,2018,Whole Year,Karnataka,63840,52442,1419.1,10354848,22344,0.853076923
Turmeric,2018,Whole Year,Karnataka,26579,153767,1419.1,4311113.8,9302.65,5.617142857
Urad,2018,Kharif,Karnataka,85094,41029,1419.1,13802246.8,29782.9,0.429285714
Urad,2018,Rabi,Karnataka,2787,1484,1419.1,452051.4,975.45,0.47125
Urad,2018,Summer,Karnataka,1014,521,1419.1,164470.8,354.9,0.514285714
Wheat,2018,Rabi,Karnataka,157525,163113,1419.1,25550555,55133.75,0.960740741
Arecanut,2018,Whole Year,Kerala,95739.29,99925,2989.7,15528912.84,33508.7515,0.795714286
Arhar/Tur,2018,Whole Year,Kerala,266,438,2989.7,43145.2,93.1,1.65
Banana,2018,Whole Year,Kerala,52898.61,429061,2989.7,8580154.542,18514.5135,7.930714286
Black pepper,2018,Whole Year,Kerala,82761.41,36777,2989.7,13423900.7,28966.4935,0.328571429
Cardamom,2018,Whole Year,Kerala,38882,11535,2989.7,6306660.4,13608.7,0.068571429
Cashewnut,2018,Whole Year,Kerala,38780.66,15635,2989.7,6290223.052,13573.231,0.276428571
Coconut,2018,Whole Year,Kerala,760946.81,5299000000,2989.7,123425572.6,266331.3835,6426.82
Cotton(lint),2018,Whole Year,Kerala,59.4,90,2989.7,9634.68,20.79,1.51
Garlic,2018,Whole Year,Kerala,69.61,345,2989.7,11290.742,24.3635,4.96
Ginger,2018,Whole Year,Kerala,3275.09,15124,2989.7,531219.598,1146.2815,3.463571429
Gram,2018,Whole Year,Kerala,690.86,546,2989.7,112057.492,241.801,0.70375
Groundnut,2018,Whole Year,Kerala,187.3,239,2989.7,30380.06,65.555,1.28
Jowar,2018,Whole Year,Kerala,205,168,2989.7,33251,71.75,0.82
Maize,2018,Whole Year,Kerala,104.326,145,2989.7,16921.6772,36.5141,4.508
Onion,2018,Whole Year,Kerala,5.21,0,2989.7,845.062,1.8235,0
Other Kharif pulses,2018,Kharif,Kerala,1532.826,1316,2989.7,248624.3772,536.4891,1.076
Potato,2018,Whole Year,Kerala,536.9,7381,2989.7,87085.18,187.915,13.75
Ragi,2018,Whole Year,Kerala,224.7,272,2989.7,36446.34,78.645,1.355
Rice,2018,Autumn,Kerala,60718.46,101943,2989.7,9848534.212,21251.461,1.565384615
Rice,2018,Summer,Kerala,48858.28,196784,2989.7,7924813.016,17100.398,3.09
Rice,2018,Winter,Kerala,88449.47,279529,2989.7,14346504.03,30957.3145,2.684285714
Sesamum,2018,Whole Year,Kerala,377.657,157,2989.7,61255.9654,132.17995,0.481666667
Small millets,2018,Whole Year,Kerala,47.5,35,2989.7,7704.5,16.625,0.73
Sugarcane,2018,Whole Year,Kerala,1011.88,106299,2989.7,164126.936,354.158,81.14875
Sweet potato,2018,Whole Year,Kerala,210.41,3059,2989.7,34128.502,73.6435,13.17714286
Tapioca,2018,Whole Year,Kerala,61874.16,2325006,2989.7,10035988.75,21655.956,36.30214286
Tobacco,2018,Whole Year,Kerala,7.28,12,2989.7,1180.816,2.548,1.6
Turmeric,2018,Whole Year,Kerala,2483.71,6694,2989.7,402857.762,869.2985,2.630714286
Wheat,2018,Whole Year,Kerala,1.4,2,2989.7,227.08,0.49,1.45
Arecanut,2018,Whole Year,Tamil Nadu,6952,13543,986.2,1127614.4,2433.2,2.0112
Arhar/Tur,2018,Kharif,Tamil Nadu,41381,51632,986.2,6711998.2,14483.35,1.188571429
Bajra,2018,Kharif,Tamil Nadu,31109,88494,986.2,5045879.8,10888.15,2.8308
Bajra,2018,Rabi,Tamil Nadu,15773,29516,986.2,2558380.6,5520.55,2.042692308
Banana,2018,Whole Year,Tamil Nadu,87514,3483248,986.2,14194770.8,30629.9,37.39125
Black pepper,2018,Whole Year,Tamil Nadu,5571,1176,986.2,903616.2,1949.85,0.16
Cardamom,2018,Whole Year,Tamil Nadu,3838,347,986.2,622523.6,1343.3,0.08
Cashewnut,2018,Whole Year,Tamil Nadu,85272,19701,986.2,13831118.4,29845.2,0.242
Castor seed,2018,Kharif,Tamil Nadu,4756,1526,986.2,771423.2,1664.6,0.333636364
Coconut,2018,Whole Year,Tamil Nadu,439745,5214000000,986.2,71326639,153910.75,11263.83
Coriander,2018,Whole Year,Tamil Nadu,6427,2526,986.2,1042459.4,2249.45,0.428695652
Cotton(lint),2018,Kharif,Tamil Nadu,70023,151758,986.2,11357730.6,24508.05,2.13
Cotton(lint),2018,Rabi,Tamil Nadu,64899,168541,986.2,10526617.8,22714.65,2.738076923
Cowpea(Lobia),2018,Kharif,Tamil Nadu,44897,35418,986.2,7282293.4,15713.95,0.806
Cowpea(Lobia),2018,Rabi,Tamil Nadu,19985,17010,986.2,3241567,6994.75,0.8475
Dry chillies,2018,Whole Year,Tamil Nadu,45949,14000,986.2,7452927.8,16082.15,0.517741935
Garlic,2018,Whole Year,Tamil Nadu,1449,8631,986.2,235027.8,507.15,4.375
Ginger,2018,Whole Year,Tamil Nadu,377,7263,986.2,61149.4,131.95,19.86428571
Gram,2018,Rabi,Tamil Nadu,5851,5419,986.2,949032.2,2047.85,0.945
Groundnut,2018,Kharif,Tamil Nadu,196543,426219,986.2,31879274.6,68790.05,2.235714286
Groundnut,2018,Rabi,Tamil Nadu,138952,485021,986.2,22538014.4,48633.2,3.243333333
Horse-gram,2018,Kharif,Tamil Nadu,4045,2883,986.2,656099,1415.75,0.685
Horse-gram,2018,Rabi,Tamil Nadu,73408,50647,986.2,11906777.6,25692.8,0.715652174
Jowar,2018,Kharif,Tamil Nadu,182554,209775,986.2,29610258.8,63893.9,1.5472
Jowar,2018,Rabi,Tamil Nadu,203288,254701,986.2,32973313.6,71150.8,1.4448
Maize,2018,Kharif,Tamil Nadu,168944,1283603,986.2,27402716.8,59130.4,7.625384615
Maize,2018,Rabi,Tamil Nadu,221658,1550834,986.2,35952927.6,77580.3,6.984
Moong(Green Gram),2018,Kharif,Tamil Nadu,26977,18186,986.2,4375669.4,9441.95,0.6508
Moong(Green Gram),2018,Rabi,Tamil Nadu,143341,58676,986.2,23249910.2,50169.35,0.402857143
Onion,2018,Kharif,Tamil Nadu,12414,108888,986.2,2013550.8,4344.9,8.912692308
Onion,2018,Rabi,Tamil Nadu,19273,109707,986.2,3126080.6,6745.55,5.878518519
Other  Rabi pulses,2018,Rabi,Tamil Nadu,20761,16051,986.2,3367434.2,7266.35,0.7015
Other Cereals,2018,Kharif,Tamil Nadu,1685,2286,986.2,273307,589.75,1.262941176
Other Cereals,2018,Rabi,Tamil Nadu,4262,10045,986.2,691296.4,1491.7,2.21
Other Kharif pulses,2018,Kharif,Tamil Nadu,28942,20808,986.2,4694392.4,10129.7,0.68952381
Potato,2018,Kharif,Tamil Nadu,2334,25622,986.2,378574.8,816.9,13.195
Potato,2018,Rabi,Tamil Nadu,1198,23750,986.2,194315.6,419.3,23.2225
Ragi,2018,Kharif,Tamil Nadu,56917,178988,986.2,9231937.4,19920.95,3.1396
Ragi,2018,Rabi,Tamil Nadu,21676,76983,986.2,3515847.2,7586.6,3.486153846
Rapeseed &Mustard,2018,Rabi,Tamil Nadu,305,71,986.2,49471,106.75,0.08
Rice,2018,Autumn,Tamil Nadu,279647,1198496,986.2,45358743.4,97876.45,4.184827586
Rice,2018,Summer,Tamil Nadu,236904,992095,986.2,38425828.8,82916.4,3.997333333
Rice,2018,Winter,Tamil Nadu,1204714,3940959,986.2,195404610.8,421649.9,3.749032258
Sesamum,2018,Kharif,Tamil Nadu,9457,4494,986.2,1533925.4,3309.95,0.472
Sesamum,2018,Rabi,Tamil Nadu,35153,19932,986.2,5701816.6,12303.55,0.516551724
Small millets,2018,Kharif,Tamil Nadu,15961,26420,986.2,2588874.2,5586.35,1.340555556
Small millets,2018,Rabi,Tamil Nadu,344,511,986.2,55796.8,120.4,1.577692308
Sugarcane,2018,Whole Year,Tamil Nadu,166415,17096330,986.2,26992513,58245.25,99.34166667
Sunflower,2018,Kharif,Tamil Nadu,486,843,986.2,78829.2,170.1,1.78
Sunflower,2018,Rabi,Tamil Nadu,4556,2630,986.2,738983.2,1594.6,0.556470588
Sweet potato,2018,Whole Year,Tamil Nadu,328,8848,986.2,53201.6,114.8,25.31238095
Tapioca,2018,Whole Year,Tamil Nadu,75644,2629655,986.2,12269456.8,26475.4,34.88068966
Tobacco,2018,Whole Year,Tamil Nadu,2111,3238,986.2,342404.2,738.85,1.354545455
Turmeric,2018,Whole Year,Tamil Nadu,23351,92360,986.2,3787532.2,8172.85,3.892857143
Urad,2018,Kharif,Tamil Nadu,44495,33810,986.2,7217089,15573.25,0.777
Urad,2018,Rabi,Tamil Nadu,396479,240497,986.2,64308893.8,138767.65,0.607
Arecanut,2019,Kharif,Andhra Pradesh,1096,10418,899.2,188248.96,405.52,7.253333333
Arhar/Tur,2019,Kharif,Andhra Pradesh,237647,114451,899.2,40818248.72,87929.39,0.44
Arhar/Tur,2019,Rabi,Andhra Pradesh,5940,3747,899.2,1020254.4,2197.8,0.43
Bajra,2019,Kharif,Andhra Pradesh,20484,47045,899.2,3518331.84,7579.08,2.004545455
Bajra,2019,Rabi,Andhra Pradesh,4592,11322,899.2,788721.92,1699.04,2.48
Banana,2019,Whole Year,Andhra Pradesh,97695,5861700,899.2,16780093.2,36147.15,60
Black pepper,2019,Whole Year,Andhra Pradesh,17645,17645,899.2,3030705.2,6528.65,1
Cashewnut,2019,Kharif,Andhra Pradesh,115785,115785,899.2,19887231.6,42840.45,1
Castor seed,2019,Kharif,Andhra Pradesh,36827,25270,899.2,6325405.52,13625.99,0.7625
Castor seed,2019,Rabi,Andhra Pradesh,1056,637,899.2,181378.56,390.72,0.684
Coconut,2019,Whole Year,Andhra Pradesh,104027,1912224000,899.2,17867677.52,38489.99,16935.05846
Coriander,2019,Rabi,Andhra Pradesh,1119,553,899.2,192199.44,414.03,0.50375
Cotton(lint),2019,Kharif,Andhra Pradesh,653953,424486,899.2,112322967.3,241962.61,0.543846154
Cotton(lint),2019,Rabi,Andhra Pradesh,3474,11066,899.2,596694.24,1285.38,3.305
Cowpea(Lobia),2019,Kharif,Andhra Pradesh,5816,2612,899.2,998956.16,2151.92,0.503333333
Cowpea(Lobia),2019,Rabi,Andhra Pradesh,6792,3532,899.2,1166593.92,2513.04,0.630909091
Dry chillies,2019,Kharif,Andhra Pradesh,136183,725388,899.2,23390792.08,50387.71,4.526666667
Dry chillies,2019,Rabi,Andhra Pradesh,16899,79638,899.2,2902572.24,6252.63,4.034615385
Ginger,2019,Kharif,Andhra Pradesh,294,633,899.2,50497.44,108.78,1.922
Gram,2019,Rabi,Andhra Pradesh,458579,558745,899.2,78765529.04,169674.23,1.443636364
Groundnut,2019,Kharif,Andhra Pradesh,567875,621906,899.2,97538210,210113.75,2.255384615
Groundnut,2019,Rabi,Andhra Pradesh,93389,227739,899.2,16040494.64,34553.93,2.812307692
Guar seed,2019,Kharif,Andhra Pradesh,1,0,899.2,171.76,0.37,0
Guar seed,2019,Rabi,Andhra Pradesh,6,0,899.2,1030.56,2.22,0
Horse-gram,2019,Kharif,Andhra Pradesh,83567,39442,899.2,14353467.92,30919.79,0.251666667
Horse-gram,2019,Rabi,Andhra Pradesh,29995,16670,899.2,5151941.2,11098.15,0.606923077
Jowar,2019,Kharif,Andhra Pradesh,36981,38880,899.2,6351856.56,13682.97,1.149
Jowar,2019,Rabi,Andhra Pradesh,117962,350076,899.2,20261153.12,43645.94,2.358
Linseed,2019,Kharif,Andhra Pradesh,133,0,899.2,22844.08,49.21,0
Maize,2019,Kharif,Andhra Pradesh,95591,450932,899.2,16418710.16,35368.67,4.653076923
Maize,2019,Rabi,Andhra Pradesh,205100,1670288,899.2,35227976,75887,6.698461538
Mesta,2019,Kharif,Andhra Pradesh,1714,18265,899.2,294396.64,634.18,10.135
Moong(Green Gram),2019,Kharif,Andhra Pradesh,13444,5138,899.2,2309141.44,4974.28,0.625384615
Moong(Green Gram),2019,Rabi,Andhra Pradesh,93535,81072,899.2,16065571.6,34607.95,0.885384615
Niger seed,2019,Rabi,Andhra Pradesh,4256,1409,899.2,731010.56,1574.72,0.33
Oilseeds total,2019,Kharif,Andhra Pradesh,712037,2914652,899.2,122299475.1,263453.69,8.527692308
Oilseeds total,2019,Rabi,Andhra Pradesh,141100,250093,899.2,24235336,52207,1.720769231
Onion,2019,Kharif,Andhra Pradesh,23864,524198,899.2,4098880.64,8829.68,22.22444444
Onion,2019,Rabi,Andhra Pradesh,12250,256890,899.2,2104060,4532.5,21.7675
Other  Rabi pulses,2019,Rabi,Andhra Pradesh,10770,11296,899.2,1849855.2,3984.9,1.23
Other Kharif pulses,2019,Kharif,Andhra Pradesh,1715,850,899.2,294568.4,634.55,0.656666667
Potato,2019,Kharif,Andhra Pradesh,453,6648,899.2,77807.28,167.61,12.21
Potato,2019,Rabi,Andhra Pradesh,1050,15919,899.2,180348,388.5,13.155
Ragi,2019,Kharif,Andhra Pradesh,25660,31913,899.2,4407361.6,9494.2,1.315
Ragi,2019,Rabi,Andhra Pradesh,7893,12385,899.2,1355701.68,2920.41,1.588888889
Rapeseed &Mustard,2019,Rabi,Andhra Pradesh,1882,912,899.2,323252.32,696.34,0.375
Rice,2019,Kharif,Andhra Pradesh,1526425,5342033,899.2,262178758,564777.25,3.517692308
Rice,2019,Rabi,Andhra Pradesh,829557,3798058,899.2,142484710.3,306936.09,3.873076923
Safflower,2019,Rabi,Andhra Pradesh,710,348,899.2,121949.6,262.7,0.475
Sannhamp,2019,Kharif,Andhra Pradesh,3365,0,899.2,577972.4,1245.05,0
Sannhamp,2019,Rabi,Andhra Pradesh,1133,0,899.2,194604.08,419.21,0
Sesamum,2019,Kharif,Andhra Pradesh,6197,1316,899.2,1064396.72,2292.89,0.286
Sesamum,2019,Rabi,Andhra Pradesh,32989,12129,899.2,5666190.64,12205.93,0.333076923
Small millets,2019,Kharif,Andhra Pradesh,19344,18085,899.2,3322525.44,7157.28,0.758333333
Small millets,2019,Rabi,Andhra Pradesh,3966,3990,899.2,681200.16,1467.42,0.921428571
Soyabean,2019,Kharif,Andhra Pradesh,1354,2367,899.2,232563.04,500.98,1.13
Soyabean,2019,Rabi,Andhra Pradesh,24,42,899.2,4122.24,8.88,1.39
Sugarcane,2019,Kharif,Andhra Pradesh,85911,6714729,899.2,14756073.36,31787.07,83.44538462
Sunflower,2019,Kharif,Andhra Pradesh,1869,1306,899.2,321019.44,691.53,1.23
Sunflower,2019,Rabi,Andhra Pradesh,6794,6877,899.2,1166937.44,2513.78,0.967692308
Sweet potato,2019,Kharif,Andhra Pradesh,54,895,899.2,9275.04,19.98,18.038
Sweet potato,2019,Rabi,Andhra Pradesh,360,6271,899.2,61833.6,133.2,16.747
Tapioca,2019,Kharif,Andhra Pradesh,6986,84845,899.2,1199915.36,2584.82,13.61166667
Tapioca,2019,Rabi,Andhra Pradesh,54,512,899.2,9275.04,19.98,14.415
Tobacco,2019,Kharif,Andhra Pradesh,36504,375719,899.2,6269927.04,13506.48,8.732352941
Tobacco,2019,Rabi,Andhra Pradesh,78051,165535,899.2,13406039.76,28878.87,2.428181818
Urad,2019,Kharif,Andhra Pradesh,15242,14254,899.2,2617965.92,5639.54,0.834615385
Urad,2019,Rabi,Andhra Pradesh,287929,315055,899.2,49454685.04,106533.73,0.944615385
Wheat,2019,Rabi,Andhra Pradesh,37,11,899.2,6355.12,13.69,0.155
